"specialty","visiting_city","visiting_site","visiting_lat","visiting_lon","frequency","origin_site","origin_city","origin_lat","origin_lon","consultant_name"
"Obstetrics & Gynecology","Sioux City","Siouxland Women's Health Care PC","42.49632","-96.40644","2/MO","Siouxland Women's Health Care PC","Sioux City","42.49632","-96.40644","Kathleen Michele LaFavor, DO"
"Cardiovascular Disease","Spencer","Avera Medical Group - Spencer","43.14137","-95.1447","1/MO","North Central Heart Institute","Sioux Falls, SD","43.54731","-96.7313","Raymond H Allen, MD"
"Cardiovascular Disease","Spencer","Avera Medical Group - Spencer","43.14137","-95.1447","1/MO","North Central Heart Institute","Sioux Falls, SD","43.54731","-96.7313","Tarek Helmy Mahrous, MD"
"Cardiovascular Disease","Spencer","Avera Medical Group - Spencer","43.14137","-95.1447","1/MO","North Central Heart Institute","Sioux Falls, SD","43.54731","-96.7313","Christopher James Paa, MD"
"Pediatric Cardiology","Spencer","Spencer Municipal Hospital","43.14137","-95.1447","<1/MO","Avera Medical Group Pediatric","Sioux Falls, SD","43.54731","-96.7313","Sami Mohammed Awadallah, MD"
"Rheumatology","Spencer","Spencer Municipal Hospital","43.14137","-95.1447","1/MO","Avera Rheumatology - Sioux Falls","Sioux Falls, SD","43.54731","-96.7313","Jenna Marie King, DO"
"Vascular Surgery","Spencer","Spencer Municipal Hospital","43.14137","-95.1447","1/MO","North Central Heart Institute","Sioux Falls, SD","43.54731","-96.7313","Mark Donald Fleming, MD"
"Vascular Surgery","Spencer","Spencer Municipal Hospital","43.14137","-95.1447","1/MO","Vascular & Interventional Specialists","Dakota Dunes, SD","42.50394","-96.49581","Chad Roger Laurich, MD"
"Allergy & Immunology","Spirit Lake","Lakes Regional Healthcare","43.42262","-95.10226","1/MO","Midwest ENT Associates","Sioux Falls, SD","43.54731","-96.7313","Kenneth Mark Scott, MD"
"Cardiovascular Disease","Spirit Lake","Lakes Regional Healthcare","43.42262","-95.10226","2/MO","North Central Heart Institute","Sioux Falls, SD","43.54731","-96.7313","Michael D Hibbard, MD"
"Cardiovascular Disease","Spirit Lake","Lakes Regional Healthcare","43.42262","-95.10226","2/MO","North Central Heart Institute","Sioux Falls, SD","43.54731","-96.7313","Jeremy Wade Scott, MD"
"Cardiovascular Disease","Spirit Lake","Lakes Regional Healthcare","43.42262","-95.10226","2/MO","North Central Heart Institute","Sioux Falls, SD","43.54731","-96.7313","Bruce A Watt, MD"
"General Surgery","Spirit Lake","Lakes Regional Healthcare","43.42262","-95.10226","1/WK","Northwest Iowa Surgeons","Spencer","43.14137","-95.1447","Jeffre Duane Helmink, MD"
"General Surgery","Spirit Lake","Lakes Regional Healthcare","43.42262","-95.10226","1/WK","Northwest Iowa Surgeons","Spencer","43.14137","-95.1447","Jason Robert Keonin, MD"
"General Surgery","Spirit Lake","Lakes Regional Healthcare","43.42262","-95.10226","1/WK","Northwest Iowa Surgeons","Spencer","43.14137","-95.1447","Jaren Heath Ricker, MD"
"General Surgery","Spirit Lake","Lakes Regional Healthcare","43.42262","-95.10226","1/WK","Northwest Iowa Surgeons","Spencer","43.14137","-95.1447","Patrick James Slattery, MD"
"Neurology","Spirit Lake","Lakes Regional Healthcare","43.42262","-95.10226","1/MO","Neurology Associates","Sioux Falls, SD","43.54731","-96.7313","Todd Alan Zimprich, MD"
"Obstetrics & Gynecology","Spirit Lake","Lakes Regional Healthcare","43.42262","-95.10226","2/MO","Avera Medical Group - Spencer","Spencer","43.14137","-95.1447","Brian Patrick Wilson, DO"
"Orthopaedic Surgery","Spirit Lake","Lakes Regional Healthcare","43.42262","-95.10226","1/WK","Iowa Spine Care","Spencer","43.14137","-95.1447","Daniel J McGuire, MD"
"Otolaryngology","Spirit Lake","Lakes Regional Healthcare","43.42262","-95.10226","1/WK","NW Iowa Ear Nose & Throat Spec","Spencer","43.14137","-95.1447","Joshua John Espelund, MD"
"Pediatric Cardiology","Spirit Lake","Lakes Regional Healthcare","43.42262","-95.10226","<1/MO","Avera Medical Group Pediatric","Sioux Falls, SD","43.54731","-96.7313","Sami Mohammed Awadallah, MD"
"Pulmonary Disease","Spirit Lake","Lakes Regional Healthcare","43.42262","-95.10226","1/MO","Avera Pulmonary Associates","Sioux Falls, SD","43.54731","-96.7313","Dayna J Groskreutz, MD"
"Urology","Spirit Lake","Lakes Regional Healthcare","43.42262","-95.10226","3/MO","Northwest Iowa Urologists","Spencer","43.14137","-95.1447","Charlotte Jean Caligiuri, DO"
"Cardiovascular Disease","Storm Lake","Buena Vista Regional Med Center","42.64094","-95.20086","2/MO","UnityPoint - Sioux City Cardiovascular Associates","Sioux City","42.49632","-96.40644","Jon A Peacock, MD"
"Maternal & Fetal Medicine","Storm Lake","Buena Vista Regional Med Center","42.64094","-95.20086","1/MO","UnityPoint Clinic Maternal-Fetal Med","Sioux City","42.49632","-96.40644","Alfred D Fleming, MD"
"Medical Oncology","Storm Lake","Buena Vista Regional Med Center","42.64094","-95.20086","2/WK","June E Nylen Cancer Center","Sioux City","42.49632","-96.40644","Nibash Budhathoki, MD"
"Medical Oncology","Storm Lake","Buena Vista Regional Med Center","42.64094","-95.20086","2/WK","June E Nylen Cancer Center","Sioux City","42.49632","-96.40644","Donald B Wender, MD"
"Nephrology","Storm Lake","Buena Vista Regional Med Center","42.64094","-95.20086","1/MO","Renal Associates","Dakota Dunes, SD","42.50394","-96.49581","Ashar Luqman, MD"
"Neurological Surgery","Storm Lake","Buena Vista Regional Med Center","42.64094","-95.20086","1/MO","CNOS, PC","Dakota Dunes, SD","42.50394","-96.49581","Grant H Shumaker, MD"
"Neurology","Storm Lake","Buena Vista Regional Med Center","42.64094","-95.20086","2/MO","CNOS, PC","Dakota Dunes, SD","42.50394","-96.49581","William Joseph Andrews, MD"
"Obstetrics & Gynecology","Storm Lake","Buena Vista Regional Med Center","42.64094","-95.20086","2/MO","Siouxland OB & Gyn PC","Sioux City","42.49632","-96.40644","Hannah Irene Dewald, MD"
"Ophthalmology","Storm Lake","Buena Vista Regional Med Center","42.64094","-95.20086","1/MO","Wolfe Eye Clinic - Spencer","Spencer","43.14137","-95.1447","Stephen Paul Fox, MD"
"Orthopaedic Surgery","Storm Lake","Buena Vista Regional Med Center","42.64094","-95.20086","3+/WK","NW IA Bone, Joint & Sports - Storm Lake","Storm Lake","42.64094","-95.20086","Seth William Harrer, MD"
"Otolaryngology","Storm Lake","Buena Vista Regional Med Center","42.64094","-95.20086","1/WK","Wellendorf ENT","Carroll","42.06565","-94.86722","Tracey G Wellendorf, MD"
"Urology","Storm Lake","Buena Vista Regional Med Center","42.64094","-95.20086","1/WK","Northwest Iowa Urologists","Spencer","43.14137","-95.1447","Charlotte Jean Caligiuri, DO"
"Urology","Storm Lake","Buena Vista Regional Med Center","42.64094","-95.20086","2/MO","Siouxland Urological Assoc","Dakota Dunes, SD","42.50394","-96.49581","Daniel Ames Olsen, DO"
"Vascular Surgery","Storm Lake","Buena Vista Regional Med Center","42.64094","-95.20086","2/MO","Vascular & Interventional Specialists","Dakota Dunes, SD","42.50394","-96.49581","Chad Roger Laurich, MD"
"General Surgery","Sumner","Community Memorial Hospital and Clinic","42.84748","-92.09782","3/MO","Cedar Valley Med Spec - General Surgery","Waterloo","42.49347","-92.34364","David Edward Henry, MD"
"Nephrology","Sumner","Community Memorial Hospital and Clinic","42.84748","-92.09782","<1/MO","Cedar Valley Med Spec - Neph/Rheum","Waterloo","42.49347","-92.34364","Tarek M Daoud, MD"
"Nephrology","Sumner","Community Memorial Hospital and Clinic","42.84748","-92.09782","<1/MO","Cedar Valley Med Spec - Neph/Rheum","Waterloo","42.49347","-92.34364","Vinay K Kantamneni, MD"
"Orthopaedic Surgery","Sumner","Community Memorial Hospital and Clinic","42.84748","-92.09782","2/MO","UnityPoint Clinic Ortho - United Medical Park","Waterloo","42.49347","-92.34364","Rafael Serrano, MD"
"Otolaryngology","Sumner","Community Memorial Hospital and Clinic","42.84748","-92.09782","1/MO","PCI ENT Clinic","Cedar Rapids","41.97805","-91.66986","Michael Steven Telisak, MD"
"Cardiovascular Disease","Tama","MercyCare Tama","41.96377","-92.57684","1/MO","Mercy Clinics Cardiology - Cedar Rapids","Cedar Rapids","41.97805","-91.66986","Shiny Mathewkutty, MD"
"Nephrology","Tama","MercyCare Tama","41.96377","-92.57684","1/MO","MercyCare Internists Assoc of IA & Nephrology","Cedar Rapids","41.97805","-91.66986","Fadi Y Yacoub, MD"
"Cardiovascular Disease","Vinton","Virginia Gay Hospital","42.15922","-92.02791","1/WK","UnityPoint Clinic Cardiology - Cedar Rapids","Cedar Rapids","41.97805","-91.66986","Fahed Hassib Al Darazi, MD"
"Cardiovascular Disease","Vinton","Virginia Gay Hospital","42.15922","-92.02791","1/WK","Mercy Clinics Cardiology - Cedar Rapids","Cedar Rapids","41.97805","-91.66986","Ryan Donald Hollenbeck, MD"
"Cardiovascular Disease","Vinton","Virginia Gay Hospital","42.15922","-92.02791","1/WK","UnityPoint Clinic Cardiology - Cedar Rapids","Cedar Rapids","41.97805","-91.66986","Keith Jon Kopec, MD"
"Cardiovascular Disease","Vinton","Virginia Gay Hospital","42.15922","-92.02791","1/WK","UnityPoint Clinic Cardiology - Cedar Rapids","Cedar Rapids","41.97805","-91.66986","Laila Alexandra Payvandi, MD"
"Cardiovascular Disease","Vinton","Virginia Gay Hospital","42.15922","-92.02791","1/WK","UnityPoint Clinic Cardiology - Cedar Rapids","Cedar Rapids","41.97805","-91.66986","Boothapuri Venkatesh, MD"
"General Surgery","Vinton","Virginia Gay Hospital","42.15922","-92.02791","2/MO","Compass Memorial Healthcare","Marengo","41.79647","-92.07434","George Maurice Miller, MD"
"Medical Oncology","Vinton","Virginia Gay Hospital","42.15922","-92.02791","2/MO","Oncology Assoc of Cedar Rapids","Cedar Rapids","41.97805","-91.66986","Jasmine Sabah Nabi, MD"
"Nephrology","Vinton","Virginia Gay Hospital","42.15922","-92.02791","1/MO","MercyCare Internists Assoc of IA & Nephrology","Cedar Rapids","41.97805","-91.66986","Anwar Ahmed, MD"
"Orthopaedic Surgery","Vinton","Virginia Gay Hospital","42.15922","-92.02791","2/MO","Cedar Valley Med Spec - OrthoAgility Center","Cedar Falls","42.53781","-92.4534","Benjamin Lee Torrez, DO"
"Otolaryngology","Vinton","Virginia Gay Hospital","42.15922","-92.02791","2/MO","ENT Medical Services, PC","Iowa City","41.66124","-91.53013","Elyse Katharine Hanly, MD"
"Urology","Vinton","Virginia Gay Hospital","42.15922","-92.02791","2/MO","PCI Urology Clinic","Cedar Rapids","41.97805","-91.66986","Steven R Mindrup, MD"
"Urology","Vinton","Virginia Gay Hospital","42.15922","-92.02791","2/MO","PCI Urology Clinic","Cedar Rapids","41.97805","-91.66986","Thomas D Richardson, MD"
"Urology","Vinton","Virginia Gay Hospital","42.15922","-92.02791","2/MO","PCI Urology Clinic","Cedar Rapids","41.97805","-91.66986","Jonathan M Rippentrop, MD"
"General Surgery","Washington","Washington County Hospital & Clinics","41.29647","-91.69172","1/WK","Washington County Hospital & Clinics","Washington","41.29647","-91.69172","Benjamin Joseph Green, DO"
"Obstetrics & Gynecology","Washington","Washington County Hospital & Clinics","41.29647","-91.69172","1/MO","UIHC - Dept of Obstetrics/Gynecology","Iowa City","41.66124","-91.53013","Laura Lorraine Steers, MD"
"Obstetrics & Gynecology","Washington","Washington County Hospital & Clinics","41.29647","-91.69172","1/MO","UIHC - Dept of Obstetrics/Gynecology","Iowa City","41.66124","-91.53013"," Corbin Anne Weaver, MD"
"Ophthalmology","Washington","Washington County Hospital & Clinics","41.29647","-91.69172","2/MO","Eye Physicians & Surgeons LLP - Iowa City","Iowa City","41.66124","-91.53013","Christopher Edward Watts, MD"
"Orthopaedic Surgery","Washington","Washington County Hospital & Clinics","41.29647","-91.69172","1/WK","Steindler Orthopedic Clinic","Iowa City","41.66124","-91.53013","Peter B Maurus, MD"
"Orthopaedic Surgery","Washington","Washington County Hospital & Clinics","41.29647","-91.69172","1/WK","Steindler Orthopedic Clinic","Iowa City","41.66124","-91.53013","Brent A Overton, MD"
"Orthopaedic Surgery","Washington","Washington County Hospital & Clinics","41.29647","-91.69172","1/WK","Steindler Orthopedic Clinic","Iowa City","41.66124","-91.53013","Brian Philip David Wills, MD"
"Otolaryngology","Washington","Washington County Hospital & Clinics","41.29647","-91.69172","1/WK","ENT Medical Services, PC","Iowa City","41.66124","-91.53013","Michael James Reed, MD"
"Pulmonary Disease","Washington","Washington County Hospital & Clinics","41.29647","-91.69172","1/MO","Washington County Hospital & Clinics","Washington","41.29647","-91.69172","Andrew Randolph Ashby, MD"
"Rheumatology","Washington","Washington County Hospital & Clinics","41.29647","-91.69172","1/WK","UnityPoint Trinity Regional Health Syste","Rock Island, IL","41.47235","-90.58357","Michael Francis Miniter, MD"
"Urology","Washington","Washington County Hospital & Clinics","41.29647","-91.69172","1/MO","PCI Urology","Iowa City","41.66124","-91.53013","Margaret Ekroth, MD"
"Urology","Washington","Washington County Hospital & Clinics","41.29647","-91.69172","2/MO","UIHC - Dept of Urology","Iowa City","41.66124","-91.53013","Moshe Wald, MD"
"Electrophysiology Clinical Cardiac","Waterloo","MercyOne Clinic Cardiology - Waterloo","42.49347","-92.34364","1/MO","Iowa City VA Health Care System","Iowa City","41.66124","-91.53013","Brian Olshansky, MD"
"General Surgery","Waukon","Veterans Memorial Hospital - Waukon","43.26927","-91.4756","PRN","Gundersen Medical Clinic - Decorah","Decorah","43.30329","-91.78834","Michael Francis LaBelle, MD"
"General Surgery","Waukon","Veterans Memorial Hospital - Waukon","43.26927","-91.4756","2/WK","Gundersen Medical Clinic - Decorah","Decorah","43.30329","-91.78834","Phillip Seto Yee, MD"
"Ophthalmology","Waukon","Veterans Memorial Hospital - Waukon","43.26927","-91.4756","1/MO","Gundersen Health System Ophthalmology","La Crosse, WI","43.80877","-91.25186","Robert Orman Funk, MD"
"Ophthalmology","Waverly","Pollastrini & Bollman Eye Care","42.72571","-92.47565","2/MO","Cedar Valley Med Spec - Eye Care","Waterloo","42.49347","-92.34364","Michael J Puk, MD"
"Cardiovascular Disease","Waverly","Waverly Health Center","42.72571","-92.47565","1/WK","UnityPoint Allen Cardiovascular Center","Waterloo","42.49347","-92.34364","Khalil Ibrahim Anouti, MD"
"Cardiovascular Disease","Waverly","Waverly Health Center","42.72571","-92.47565","PRN","UnityPoint Allen Cardiovascular Center","Waterloo","42.49347","-92.34364","Joud Ghassoub Dib, MD"
"Cardiovascular Disease","Waverly","Waverly Health Center","42.72571","-92.47565","1/WK","MercyOne Clinic Cardiology - Waterloo","Waterloo","42.49347","-92.34364","Ahsan Maqsood, MD"
"Dermatology","Waverly","Waverly Health Center","42.72571","-92.47565","2/WK","Premier Dermatology","Waterloo","42.49347","-92.34364","Justin Craig Ellerbroek, MD"
"Nephrology","Waverly","Waverly Health Center","42.72571","-92.47565","2/MO","Cedar Valley Med Spec - Neph/Rheum","Waterloo","42.49347","-92.34364","Tarek M Daoud, MD"
"Neurology","Waverly","Waverly Health Center","42.72571","-92.47565","2/MO","Cedar Valley Med Spec - Neurology","Waterloo","42.49347","-92.34364","Ivo Bekavac, MD"
"Orthopaedic Surgery","Waverly","Waverly Health Center","42.72571","-92.47565","3+/WK","Cedar Valley Med Spec - Ortho (W Dale)","Waterloo","42.49347","-92.34364","Robert Boyd Bartelt, MD"
"Orthopaedic Surgery","Waverly","Waverly Health Center","42.72571","-92.47565","1/WK","Cedar Valley Med Spec - Ortho Cedar Falls","Cedar Falls","42.53781","-92.4534","Jeffrey A Clark, DO"
"Otolaryngology","Waverly","Waverly Health Center","42.72571","-92.47565","1/MO","Cedar Valley Med Spec - ENT","Waterloo","42.49347","-92.34364","Kenny David Rodriguez, MD"
"Pain Medicine Anes","Waverly","Waverly Health Center","42.72571","-92.47565","1/WK","Cedar Valley Med Spec - Pain Clinic","Waterloo","42.49347","-92.34364","Ashar Afzal, MD"
"Pulmonary Disease","Waverly","Waverly Health Center","42.72571","-92.47565","2/MO","MercyOne Clinic Pulmonology - Waterloo","Waterloo","42.49347","-92.34364","David M Visokey, DO"
"Urology","Waverly","Waverly Health Center","42.72571","-92.47565","2/MO","Mason City Clinic PC","Mason City","43.15362","-93.20104","Christopher Edelen Adams, MD"
"Urology","Waverly","Waverly Health Center","42.72571","-92.47565","2/MO","Mason City Clinic PC","Mason City","43.15362","-93.20104","Timothy L Mulholland, MD"
"Allergy & Immunology","Webster City","McFarland Clinic - Webster City","42.46942","-93.81586","1/WK","McFarland Clinic - Duff Ave","Ames","42.0268","-93.62018","Edward G Nassif, MD"
"Cardiovascular Disease","Webster City","McFarland Clinic - Webster City","42.46942","-93.81586","2/MO","McFarland Clinic - Mary Greeley","Ames","42.0268","-93.62018","Stuart D Christenson, MD"
"Nephrology","Webster City","McFarland Clinic - Webster City","42.46942","-93.81586","1/MO","McFarland Clinic - Medical Arts Building","Ames","42.0268","-93.62018","Lavanya Amuluru, MD"
"Cardiovascular Disease","Webster City","Van Diest Medical Center","42.46942","-93.81586","1/MO","Iowa Heart Center - Fort Dodge","Fort Dodge","42.50117","-94.16939","Kasaish Makam, MD"
"Ophthalmology","Webster City","Van Diest Medical Center","42.46942","-93.81586","1/MO","Wolfe Eye Clinic - Ames","Ames","42.0268","-93.62018","Steven Oscar Anderson, MD"
"Orthopaedic Surgery","Webster City","Van Diest Medical Center","42.46942","-93.81586","2/MO","Iowa Orthopaedic Center - Des Moines","Des Moines","41.58882","-93.62031","Brett David Rosenthal, MD"
"Orthopaedic Surgery","Webster City","Van Diest Medical Center","42.46942","-93.81586","2/MO","Iowa Orthopaedic Center - Des Moines","Des Moines","41.58882","-93.62031","Scott M Shumway, MD"
